name,city,type,Latitude,Longitude
Camping Osuna,Madrid,camp,40.4537342,-3.6033611
Camping El Valle,Madrid,camp,40.84349040000001,-3.7511179
Camping Madrid Arco Iris,Madrid,camp,40.3810174,-3.907052
Camping San Juan,Madrid,camp,,
Camping Pico de la Miel,Madrid,camp,40.8583642,-3.6163727
Camping Capfun El Escorial,Madrid,camp,40.6240497,-4.0994837
Camping Piscis,Madrid,camp,40.8089412,-3.690995399999999
Camping Internacional Aranjuez,Madrid,camp,40.0416943,-3.5990894
Camping La Nava,Madrid,camp,40.6557931,-4.2075501
Area las Cigueñas,Madrid,camp,40.3705107,-3.6416581
FERNANMOR S.L.,Madrid,camp,40.82194,-3.62778
Camping Los Herrenes,Madrid,camp,40.6747832,-3.9576909
Camping el Ortigal,Madrid,camp,40.7416764,-3.875385399999999
Camping Privado Caravan Garden,Madrid,camp,40.3092221,-4.250189
Camping Arganda,Madrid,camp,40.320445,-3.4534154
Camping El Canto la Gallina,Madrid,camp,40.5092894,-4.2879057
Finca De Los Sueños,Madrid,camp,36.6738183,-4.6224874
Camping soto,Madrid,camp,40.6793601,-3.3478566
Bungalows - Camping - Alpha,Madrid,camp,40.3171686,-3.688885599999999
Belo’s Farm,Madrid,camp,40.7103918,-3.5586912
Camping 3 Estrelles,Barcelona,camp,41.272401,2.0427398
Càmping Bon Repòs,Barcelona,camp,41.6317495,2.7210797
Camping BARCELONA,Barcelona,camp,41.5513733,2.4828059
Camping Estrella de Mar,Barcelona,camp,41.2698319,1.9992676
Camping Bellsol,Barcelona,camp,41.619099,2.6791795
Vilanova Park,Barcelona,camp,41.2320253,1.6928816
Càmping Enmar,Barcelona,camp,41.6219696,2.6863926
Camping Mar De Cunit,Barcelona,camp,41.1949741,1.6377465
Campinggemeinschaft Roquetes,Barcelona,camp,41.6642506,2.4838861
Càmping Riudarenes S.L.,Barcelona,camp,41.8085646,2.6859842
Camping Platja Vilanova,Barcelona,camp,41.2076314,1.6877855
Camping la Rueda,Barcelona,camp,41.1998891,1.6432778
Camping El Far,Barcelona,camp,41.6104356,2.6465107
Càmping Oasis,Barcelona,camp,45.469859,-72.811157
Càmping Masnou,Barcelona,camp,41.4753526,2.3039612
Camping Resort Els Pins,Barcelona,camp,41.6497746,2.7701145
Càmping Mas Albà,Barcelona,camp,41.2610256,1.8166639
Paramount Places,Barcelona,camp,33.8894598,-118.1597911
Càmping La Verneda,Barcelona,camp,41.6178221,2.6051425
Càmping El Toro Azul,Barcelona,camp,41.5834771,2.5679573
Valencia Camper Park,Valencia,camp,39.5798786,-0.4456732
Camping San Vicente,Valencia,camp,39.0533177,-0.1977363
Camping Malvarrosa de Corinto,Valencia,camp,39.7195615,-0.1936164
Camping Sierra Calderona,Valencia,camp,39.72223,-0.3600363
CAMPING MONMAR,Valencia,camp,39.8084335,-0.127309
camping bungalow park albufera,Valencia,camp,39.3870227,-0.3327275
Coll Verd Càmping,Valencia,camp,39.3956328,-0.3324727
Camping Los Naranjos,Valencia,camp,39.7814143,-0.1490081
Camping Valencia El Saler,Valencia,camp,39.387858,-0.331795
Camping Barraquetes,Valencia,camp,39.2418988,-0.2633712
Chellanatura mini boerderijj camping parking-,Valencia,camp,39.033931,-0.6854439999999999
Camping Park El Saler,Valencia,camp,39.3887673,-0.3319249
Camping Puzol Mediterráneo,Valencia,camp,39.6028103,-0.2775216
Camping Puzol - Camping Playa,Valencia,camp,39.6054189,-0.2691885
Camping San Pascual,Valencia,camp,39.2744749,-0.2778018
XERACO CAMPERS*** ONLY FOR MOTORHOME/AUTOCARAVANAS/CAMPING-CAR,Valencia,camp,39.0460052,-0.1992968
Nomadic Valencia Camping Car,Valencia,camp,39.5487109,-0.3442635
Camping Tavernes De La Valldigna,Valencia,camp,39.0808195,-0.2125081
Camping,Valencia,camp,,
Camping Villa De Viver,Valencia,camp,39.91005,-0.6184737
Camping Villsom Sevilla,Sevilla,camp,37.2777621,-5.9365859
Camping Dehesa Nueva,Sevilla,camp,37.27796439999999,-6.234493000000001
Camping Puebla,Sevilla,camp,37.7811974,-5.427595300000001
Autocaravans Sevilla,Sevilla,camp,37.3890924,-5.9844589
HUTTOPIA PARQUE DE DOÑANA,Sevilla,camp,37.2421339,-6.3825891
Kampaoh El Rocío,Sevilla,camp,37.14141499999999,-6.4906016
Camping Sierra Brava,Sevilla,camp,37.7075063,-6.1219758
Camping La Aldea,Sevilla,camp,37.1414226,-6.490577
Sotano duarte,Sevilla,camp,37.372268,-6.077667
Area camping car,Sevilla,camp,,
Camper Duke,Sevilla,camp,37.1789115,-5.7793145
Finca Angela Sevilla,Sevilla,camp,37.221599,-5.7769898
Multiparking La Jabega,Sevilla,camp,37.2119789,-5.963634
Área de Autocaravanas Aires,Sevilla,camp,37.3686388,-6.1681059
Motorhome Parking Area El Castillo de las Guardas,Sevilla,camp,37.6945951,-6.3130017
Finca Buenaventura,Sevilla,camp,-33.5235441,-69.2472853
Camping Ciudad De Zaragoza,Zaragoza,camp,41.63839309999999,-0.9417978999999999
Camping Club Bohalar,Zaragoza,camp,41.6469712,-1.065466
Camping El Temple,Zaragoza,camp,41.9775645,-0.7524485
Kampaoh Almacén Zaragoza,Zaragoza,camp,41.5397178,-0.6909934
Longares,Zaragoza,camp,41.4021734,-1.1682977
Área autocaravanas Escatrón,Zaragoza,camp,41.2951893,-0.324445
Wohnmobilstellplatz Valfonda de Santa Ana,Zaragoza,camp,41.9496078,-0.4666219
C. Corridor 91 50007 Zaragoza Spain,Zaragoza,camp,41.6322238,-0.8886881
Zona de descanso y Acampada con Permiso.,Zaragoza,camp,41.97137290000001,-1.4562155
Área de Autocaravanas Belchite,Zaragoza,camp,41.3063201,-0.7498648
Camping Bohalar,Zaragoza,camp,41.6466228,-1.0672828
Fuente de las Mujeres,Zaragoza,camp,,
Camping Cabopino,Málaga,camp,36.4887703,-4.742942600000001
Camping Almayate Costa..,Málaga,camp,36.7251084,-4.1352416
Camping Park Pizarra,Málaga,camp,36.7892332,-4.7183098
Camping Torre del Mar,Málaga,camp,36.7334428,-4.0989586
Camping Los Jarales,Málaga,camp,36.4893601,-4.7178336
Camping Valle Niza,Málaga,camp,36.71969199999999,-4.164678299999999
Camping El Pino en Málaga Costa del Sol,Málaga,camp,36.7395547,-3.949903299999999
Camping La Buganvilla,Málaga,camp,36.5020866,-4.8048968
Camping y Apartamentos Parque Ardales,Málaga,camp,36.9198793,-4.804126
Camping Iznate,Málaga,camp,36.784509,-4.174551
Kampaoh Benajarafe,Málaga,camp,36.7196407,-4.1646751
Camping Laguna Playa,Málaga,camp,36.729621,-4.102395
Caminito del Rey. PARQUE ARDALES,Málaga,camp,36.9197549,-4.8040402
Camping Cortijo San Miguel (Nerja),Málaga,camp,36.7470924,-3.8987591
Camping Granada - Los Bermejales,Málaga,camp,36.9941697,-3.8798297
Kampaoh Marbella,Málaga,camp,36.490619,-4.7440003
Camping Torremolinos,Málaga,camp,36.6464697,-4.4888121
Camping Bungalows La Sierrecilla,Málaga,camp,37.1086326,-4.6955672
Finca Oasis las Palmeras Caravan parking,Málaga,camp,36.9265815,-4.174608399999999
Kampaoh Costa del Sol,Málaga,camp,36.7251754,-4.1349118
Lisboa Camping,Lisboa,camp,38.72477,-9.207230299999999
Camping Club Almada Municipality,Lisboa,camp,38.6330364,-9.227523
Orbitur Costa de Caparica,Lisboa,camp,38.6525431,-9.2386157
Ericeira Camping,Lisboa,camp,38.9778424,-9.4185386
Camping Picheleiros,Lisboa,camp,38.4947604,-9.0039911
EcoParque do Outão,Lisboa,camp,38.5029297,-8.9286225
SFUAP - Parque de Campismo Piedense,Lisboa,camp,38.6292512,-9.2230037
Camping Vasco da Gama,Lisboa,camp,38.648248,-8.899911999999999
Parque de Campismo Orbitur Guincho,Lisboa,camp,38.7224499,-9.4675541
Alenquer Camping,Lisboa,camp,39.05991059999999,-9.027053
Campimeco,Lisboa,camp,38.4635632,-9.1894279
Camping Praia de Santa Cruz,Lisboa,camp,39.1374839,-9.3743289
Clube de Campismo de Lisboa (CCL),Lisboa,camp,38.6549428,-9.2390165
Parque Verde,Lisboa,camp,38.5506599,-9.0712434
Parque de Campismo Municipal VFX,Lisboa,camp,38.9639797,-8.9865811
Bellas Glamping,Lisboa,camp,38.6001277,-9.0869055
Home Turistico,Lisboa,camp,38.5092728,-9.165069400000002
Forte do Cavalo Municipal Camping Park,Lisboa,camp,38.4358486,-9.116830499999999
Parque de Campismo Valbom,Lisboa,camp,38.4906841,-9.0962327
Parque de Campismo da Lagoa,Lisboa,camp,38.5149827,-9.1648477
Parque de Campismo de Vila Cha,Porto,camp,41.29827,-8.733045599999999
ORBITUR Canidelo,Porto,camp,41.1246233,-8.6663091
GarfePark Camping,Porto,camp,41.536272,-8.2450621
Orbitur - Angeiras,Porto,camp,41.2687924,-8.7203436
Parque Municipal de Campismo,Porto,camp,41.0140378,-8.637506
CAMPING PARK FÃO,Porto,camp,41.5076894,-8.778343
Camping Park of Furadouro,Porto,camp,40.8771311,-8.6691892
Camping Braga,Porto,camp,41.5386499,-8.4220579
Parque de Campismo de Vila do Conde,Porto,camp,41.3362846,-8.737417599999999
Parque de Campismo Marisol,Porto,camp,41.1100589,-8.661515399999999
Camping Medas,Porto,camp,42.04324,3.1849787
Parque de Campismo de Salgueiros,Porto,camp,41.12080479999999,-8.6612847
Camping Torreira Park,Porto,camp,40.762825,-8.703115
NaturVeredas Refúgio da Freita,Porto,camp,40.8734964,-8.2919167
Camping Vouzela Park,Porto,camp,40.7175021,-8.093244499999999
Istas Garden,Porto,camp,41.1081511,-8.6466069
Amarante camping,Porto,camp,41.279215,-8.0705566
Parque de Campismo de Esmoriz,Porto,camp,40.9513179,-8.6527041
Rural Camping Park of Vila Fria,Porto,camp,41.3930416,-8.230438099999999
Parque de Campismo de Belinho,Porto,camp,41.60037699999999,-8.800595999999999
Camping & Glamping Muiñeira,Vigo,camp,42.4600047,-8.8938201
Camping de Canido,Vigo,camp,42.19392759999999,-8.7964707
Camping HIO,Vigo,camp,42.2830672,-8.8324274
Camping Paxariñas,Vigo,camp,42.392648,-8.844863
Camping Orbitur Caminha park,Vigo,camp,41.8668983,-8.858151699999999
Camping Rianxo,Vigo,camp,42.6419168,-8.806579
Camping Playa Canelas,Vigo,camp,42.3925654,-8.8324392
Camping Cañiza,Vigo,camp,42.2161475,-8.2829709
Camping Paisaxe II,Vigo,camp,42.4746619,-8.9252019
Camping Salinas,Vigo,camp,42.5342584,-8.8689579
Camping Maceira,Vigo,camp,42.271096,-8.3538243
Camping Limens,Vigo,camp,42.26092269999999,-8.8096106
Camping Moreiras,Vigo,camp,42.4831425,-8.890950799999999
Kampaoh Pintens,Vigo,camp,42.2874258,-8.8417654
Camping Baiona Playa,Vigo,camp,42.1144509,-8.8258961
Camping Las Dunas,Vigo,camp,42.1610487,3.1077197
Camping Playa Rías Baixas,Vigo,camp,42.4011312,-8.8508766
Camping Santa Tecla,Vigo,camp,41.8988723,-8.846939700000002
Camping 1ª O Muiño - Bungalow Park,Vigo,camp,42.0639218,-8.8916392
Camping Paisaxe,Vigo,camp,42.5519343,-8.8339323
Camping Ribadesella Asturias,Gijón,camp,43.4613294,-5.088762000000001
Camping Covadonga in Cangas de Onis,Gijón,camp,43.3475388,-5.083767
Camping Villaviciosa Asturias,Gijón,camp,43.50959870000001,-5.3376507
Camping Perlora,Gijón,camp,43.583734,-5.756302
Camping Buenavista in Perlora,Gijón,camp,,
Camping Playa Sauces in Ribadesella,Gijón,camp,43.4674617,-5.0882523
Somiedo Camper Park,Gijón,camp,43.0931632,-6.2556639
Kampaoh Deva,Gijón,camp,43.5134672,-5.5988414
Camping Sella Camping in Asturias,Gijón,camp,43.3858795,-5.183770099999999
El Pedreru,Gijón,camp,43.5509361,-5.86972
Camping Playa Spain,Gijón,camp,43.5426397,-5.5295796
Camping Los Arrudos Redes Aventura Caleao,Gijón,camp,43.1526892,-5.4093922
Camping Arenal de Moris,Gijón,camp,43.47255,-5.183072999999999
Camping Yolimar,Gijón,camp,43.5527471,-6.1959779
Camping Deva Gijon,Gijón,camp,43.5134865,-5.598838499999999
Kampaoh Castrillón,Gijón,camp,43.5724817,-6.000135600000001
Parque Antonio Ortega,Gijón,camp,43.5223316,-5.6760519
Camping El Rinconín,Gijón,camp,43.5509035,-5.6380162
Camping Area di sosta camper Banugues-Gozon,Gijón,camp,43.6256026,-5.8112872
Camping Los Pradones,Gijón,camp,43.5569171,-6.1899875
Camping Caravaning La Manga,Murcia,camp,37.6247585,-0.7437165
Camping Florantilles,Murcia,camp,37.9751607,-0.75156
Camping Playa de Mazarrón,Murcia,camp,37.5629969,-1.3038596
Camping La Fuente,Murcia,camp,38.2065799,-1.1071657
Camper Park San Fulgencio - Camping,Murcia,camp,38.120757,-0.659801
Camping Sierra Espuña,Murcia,camp,37.888091,-1.492963
Camping la Paz,Murcia,camp,43.4007171,-4.6517602
Camping San Javier,Murcia,camp,37.8068824,-0.8455362999999999
Camping Las Torres Mazarron,Murcia,camp,37.58978,-1.228912
Sheppards Rest,Murcia,camp,38.1562049,-0.7548541999999999
Camp El Tranquilo - Camp Pinoso - Adultos Solo - NO Children Pinoso Camp,Murcia,camp,38.4094989,-1.0870606
Càmping Les Palmeres,Murcia,camp,39.2525,-0.2663889
Camping La Pedrera,Murcia,camp,38.0512825,-0.8982846999999999
Camping Los Madriles,Murcia,camp,37.58078700000001,-1.19545
CAMPING LA RAFA,Murcia,camp,38.0366708,-1.6700561
Camper park Casablanca murcia,Murcia,camp,38.0018745,-1.0199929
CAMPING EL REFUGIO,Murcia,camp,,
Minicamping Oasis - Camping,Murcia,camp,38.1198379,-0.6618685999999999
Área de caravanas y camper cartagena,Murcia,camp,37.6038742,-1.0366983
Camping Mar Menor,Murcia,camp,37.7703238,-0.8149921999999999
Zona d'acampada sa Font Coberta,Palma de Mallorca,camp,39.8195997,2.8852854
MIFO,Palma de Mallorca,camp,,
WC,Palma de Mallorca,camp,,
Zona d'acampada Marjanor IBANAT,Palma de Mallorca,camp,39.8213844,2.8915019
Zona d'acampada Es Pixarells IBANAT,Palma de Mallorca,camp,39.6030783,2.6553471
Kemping,Palma de Mallorca,camp,,
Camp d'en Torrella,Palma de Mallorca,camp,39.3532356,3.1157831
Pixarells,Palma de Mallorca,camp,39.8334827,2.895571
Verein der Freunde Mallorcas,Palma de Mallorca,camp,39.7695724,3.0807918
Càmping Muro,Palma de Mallorca,camp,39.7735371,3.1399383
El Llano,Palma de Mallorca,camp,43.5297956,-5.665515699999999
Motorhome park for free,Las Palmas de Gran Canaria,camp,,
Camping Tasartico,Las Palmas de Gran Canaria,camp,27.9083271,-15.8257949
Motorhome Park,Las Palmas de Gran Canaria,camp,,
Camping Playa de Vargas,Las Palmas de Gran Canaria,camp,27.892465,-15.396888
Motorhome and car free parking,Las Palmas de Gran Canaria,camp,28.0004835,-15.418191
Paying motorhome area,Las Palmas de Gran Canaria,camp,,
Zona de acampada Llanos de la Pez,Las Palmas de Gran Canaria,camp,27.9694483,-15.5849887
Club de Camping y Caravaning Gran Canaria,Las Palmas de Gran Canaria,camp,27.9756343,-15.3831017
Camping El Pinillo,Las Palmas de Gran Canaria,camp,27.8266022,-15.662679
Motorhome and car park,Las Palmas de Gran Canaria,camp,27.9847579,-15.7822278
Zona de Acampada Morro De Santiago,Las Palmas de Gran Canaria,camp,27.9298937,-15.6262138
Camping Temisas,Las Palmas de Gran Canaria,camp,27.8977315,-15.48942
Llanos del Salado,Las Palmas de Gran Canaria,camp,27.9735433,-15.5755477
Camp the Garañón,Las Palmas de Gran Canaria,camp,27.9687666,-15.5875092
Zona De Acampada Salinetas,Las Palmas de Gran Canaria,camp,27.9753308,-15.3842001
Llanos de La Mimbre,Las Palmas de Gran Canaria,camp,28.0610386,-15.6965949
Bungalows Vista Dunas,Las Palmas de Gran Canaria,camp,27.761807,-15.6005113
Parking caravanas,Las Palmas de Gran Canaria,camp,,
Alto Del Pozo,Las Palmas de Gran Canaria,camp,8.06113,-73.02002999999999
Camping Angosto,Bilbao,camp,42.8423553,-3.0686581
Camping & Bungalows Leagi,Bilbao,camp,43.351537,-2.4940424
Camping & Bungalows Portuondo,Bilbao,camp,43.3990136,-2.696253
Camping La Barguilla,Bilbao,camp,43.2595439,-3.4838099
Camping Saturraran,Bilbao,camp,43.3168756,-2.4112721
Camping Galdona,Bilbao,camp,43.317449,-2.402019
Camping Arrien Gorliz,Bilbao,camp,43.418166,-2.9374635
Camping Laredo,Bilbao,camp,43.4143008,-3.4478132
Camping Playa de Ris - Noja,Bilbao,camp,43.4893296,-3.5310217
Camping Santa Elena,Bilbao,camp,41.6984277,2.826544
Camping La Isla,Bilbao,camp,,
Camping Carlos V,Bilbao,camp,43.4080685,-3.4308765
Camping Sopelana,Bilbao,camp,43.38929,-2.98415
Camping Playa Arenillas,Bilbao,camp,43.4038074,-3.310487
Plaza de aparcamiento de Caravanas,Bilbao,camp,43.2841049,-2.9934633
Ariño kamper area,Bilbao,camp,43.18303909999999,-2.5447713
CAMPER,Bilbao,camp,,
Endai kanpina,Bilbao,camp,43.3544352,-2.4854341
Camping de Castro,Bilbao,camp,43.389422,-3.2408647
Camping El Brezal,Bilbao,camp,42.9068441,-3.5081863
Camping Florantilles,Alicante,camp,37.9751607,-0.75156
Camping Racó,Alicante,camp,38.5485724,-0.0986194
Camping Costa Blanca,Alicante,camp,38.4355581,-0.3889017
Cámping Calpe Mar,Alicante,camp,38.64480959999999,0.05659649999999999
Camper Park San Fulgencio - Camping,Alicante,camp,38.120757,-0.659801
Camping Bon Sol,Alicante,camp,38.4130893,-0.4055682
Camping El Jardín,Alicante,camp,38.3929405,-0.415273
Camping Cap Blanch,Alicante,camp,38.577659,-0.0644746
Camping Puig Campana,Alicante,camp,38.5706309,-0.1814658
Càmping Sol de Calp Austral,Alicante,camp,38.6444712,0.06035339999999999
Camping Benidorm,Alicante,camp,38.5536111,-0.09805559999999999
Camping Armanello (Benidorm),Alicante,camp,38.5477952,-0.1112939
Camping Alicante Imperium,Alicante,camp,38.5180878,-0.2228514
Sheppards Rest,Alicante,camp,38.1562049,-0.7548541999999999
Camperpark Vista Montaña,Alicante,camp,38.5239774,-0.9126554000000001
Camping el Torres,Alicante,camp,38.5155669,-0.2000571
Camperpark Costa Blanca S.L.,Alicante,camp,38.5836485,-0.0817777
Camping Mariola,Alicante,camp,38.7532578,-0.5493498
Camping La Torreta Benidorm,Alicante,camp,38.544345,-0.1034954
Càmping Les Palmeres,Alicante,camp,39.2525,-0.2663889
Camping Los Villares Sierra de Córdoba,Córdoba,camp,37.9607464,-4.812183399999999
Camping Carlos III,Córdoba,camp,37.6823037,-4.9188147
Camping La Albolafia,Córdoba,camp,37.9535361,-4.554094399999999
Camping La Campina,Córdoba,camp,37.6225718,-4.8592984
Camping Puente Nuevo,Córdoba,camp,38.081292,-4.927544
Kampaoh Córdoba,Córdoba,camp,37.9603391,-4.8125559
explotaciones familiares los arenales,Córdoba,camp,37.9130065,-4.788258799999999
Camping Municipal,Córdoba,camp,,
Carretera para camping la breña,Córdoba,camp,37.8141332,-5.0596809
Complejo de Área Recreativo El Castillejo,Córdoba,camp,37.4586852,-4.2921349
Domo Glamp DCC,Córdoba,camp,37.84935540000001,-4.7917346
"Área recreativa y zona de acampada controlada Monte Público Los Ruedos"".""",Córdoba,camp,37.8200072,-5.2503598
Nave Jose Antonio Quero Valenzuela,Córdoba,camp,37.9402377,-4.2190367
Camping El Astral,Valladolid,camp,41.495706,-5.005084999999999
Camping Cubillas,Valladolid,camp,41.804972,-4.587886
Camperplace Palencia,Valladolid,camp,42.0037729,-4.5345963
La Campa de Villalar,Valladolid,camp,41.5450091,-5.1393341
Area De Servicio Autocaravanas Castrodeza,Valladolid,camp,41.6473954,-4.9618617
Area de Autocaravanas de Rueda,Valladolid,camp,41.4177525,-4.9614443
Área para Autocaravanas,Valladolid,camp,38.976812,-1.8520392
Area De Servicio Autocaravanas Husillos,Valladolid,camp,42.0929002,-4.526985799999999
Area de autocaravanas,Valladolid,camp,,
Wohnmobilstellplatz,Valladolid,camp,,
Camping Angosto,Vitoria-Gasteiz,camp,42.8423553,-3.0686581
Urbasa Camping,Vitoria-Gasteiz,camp,42.8515982,-2.1725252
Gran Camping Zarautz,Vitoria-Gasteiz,camp,43.289788,-2.146357
Camping Acedo | Camping en Navarra,Vitoria-Gasteiz,camp,42.6608649,-2.2531709
Etxarriko Kanpina,Vitoria-Gasteiz,camp,42.9128461,-2.0790835
Camping el Roble Verde,Vitoria-Gasteiz,camp,42.7953568,-2.8793786
Orio Kanpina,Vitoria-Gasteiz,camp,43.2859993,-2.12574
Kampaoh Zumaia,Vitoria-Gasteiz,camp,43.289727,-2.247827
Camping Bañares,Vitoria-Gasteiz,camp,42.4412201,-2.915196
Camping De La Rioja,Vitoria-Gasteiz,camp,42.53018429999999,-2.921689
Camping Puerta de Los Montes Obarenes,Vitoria-Gasteiz,camp,42.6636772,-3.2666329
Camping La Playa,Vitoria-Gasteiz,camp,42.4712299,-2.4544324
Plaza de aparcamiento de Caravanas,Vitoria-Gasteiz,camp,43.2841049,-2.9934633
Ariño kamper area,Vitoria-Gasteiz,camp,43.18303909999999,-2.5447713
Camping Fuenmayor,Vitoria-Gasteiz,camp,42.4827423,-2.5681189
Kampaoh Sierra de Urbasa,Vitoria-Gasteiz,camp,42.85143840000001,-2.172093
Camping Artaza-Urederra,Vitoria-Gasteiz,camp,42.77210789999999,-2.1166309
Camping Navarrete,Vitoria-Gasteiz,camp,42.416279,-2.5519477
Ibaia kanpina,Vitoria-Gasteiz,camp,42.830651,-2.7221277
Camping de Haro,Vitoria-Gasteiz,camp,42.578232,-2.8538935
Agro Camping Invernaderito,Santa Cruz de Tenerife,camp,28.5376493,-16.3762503
Chio Motorhome & Camping Area,Santa Cruz de Tenerife,camp,28.2661549,-16.7470798
Camping Caleta del Sordo,Santa Cruz de Tenerife,camp,28.1135806,-16.4645198
Campamentos Punta Del Sordo,Santa Cruz de Tenerife,camp,28.116258,-16.467433
Camping Punta del Hidalgo,Santa Cruz de Tenerife,camp,28.5709838,-16.3313282
Campamento Madre del Agua,Santa Cruz de Tenerife,camp,28.1822721,-16.5952909
Camping Nauta,Santa Cruz de Tenerife,camp,28.0285496,-16.6630909
"Zona de acampada Fuente del Llano""""",Santa Cruz de Tenerife,camp,28.2195366,-16.5531734
Zona de Acampada San Miguel de Tajao,Santa Cruz de Tenerife,camp,28.1070827,-16.4733419
Zona De Acampada De Las Raíces,Santa Cruz de Tenerife,camp,28.4233223,-16.3800661
El Lagar,Santa Cruz de Tenerife,camp,,
Área de Acampada La Caldera,Santa Cruz de Tenerife,camp,28.3554609,-16.5006847
Open Hearts,Santa Cruz de Tenerife,camp,,
Zona De Acampada Las Calderetas,Santa Cruz de Tenerife,camp,28.4464363,-16.4118744
Zona De Acampada De La Tahona,Santa Cruz de Tenerife,camp,28.3512742,-16.6297001
Las Hayas,Santa Cruz de Tenerife,camp,28.1291573,-17.2880671
Barranco de la Arena,Santa Cruz de Tenerife,camp,28.35132612953601,-16.64018310862652
Zona camping del Puertito de Güiimar,Santa Cruz de Tenerife,camp,28.2950672,-16.3757978
AREA DESCANSO AUTOCARAVANAS CAMPER PARKING AREA,Santa Cruz de Tenerife,camp,28.0548874,-16.5937679
TanMper Canarias,Santa Cruz de Tenerife,camp,28.2915637,-16.6291304
Camping Torre del Mar,Granada,camp,36.7334428,-4.0989586
Camping Reina Isabel,Granada,camp,37.1247289,-3.5861325
Villa Del Mar  Camping Nerja,Granada,camp,36.75933759999999,-3.834622999999999
Camping El Pino en Málaga Costa del Sol,Granada,camp,36.7395547,-3.949903299999999
Camping Ruta del Purche,Granada,camp,37.1385146,-3.4917778
Camping Granada,Granada,camp,37.2414475,-3.6311893
Camping Alto de Viñuelas,Granada,camp,37.2248594,-3.4881719
Area de Autocaravana (Aire),Granada,camp,36.9483975,-3.1716927
Camping Castillo de Baños,Granada,camp,36.7407735,-3.3012938
Camping Laguna Playa,Granada,camp,36.729621,-4.102395
Camping Trevélez,Granada,camp,36.9918819,-3.2706763
Camping Las Lomas,Granada,camp,37.1593972,-3.454792
NUEVO CAMPING LA HERRADURA,Granada,camp,36.739715,-3.7533588
Camping Cortijo San Miguel (Nerja),Granada,camp,36.7470924,-3.8987591
Camping Granada - Los Bermejales,Granada,camp,36.9941697,-3.8798297
Camping Órgiva,Granada,camp,36.8876083,-3.4170399
Camping Tropical,Granada,camp,,
El Balcon de Pitres,Granada,camp,36.931882,-3.3335454
Camping La Herradura,Granada,camp,36.7357524,-3.7440982
Camping Cerro Gordo,Granada,camp,36.7395537,-3.7534514
Camping Villaviciosa Asturias,Oviedo,camp,43.50959870000001,-5.3376507
Camping Perlora,Oviedo,camp,43.583734,-5.756302
Camping Buenavista in Perlora,Oviedo,camp,,
Camping el Urogallo,Oviedo,camp,43.0289046,-5.269003199999999
Somiedo Camper Park,Oviedo,camp,43.0931632,-6.2556639
Kampaoh Deva,Oviedo,camp,43.5134672,-5.5988414
Camping Río Luna,Oviedo,camp,42.9216785,-5.9614234
El Pedreru,Oviedo,camp,43.5509361,-5.86972
Camping Playa Spain,Oviedo,camp,43.5426397,-5.5295796
Camping Los Arrudos Redes Aventura Caleao,Oviedo,camp,43.1526892,-5.4093922
Camping Las Nieves,Oviedo,camp,43.0041501,-5.2662401
Camping Yolimar,Oviedo,camp,43.5527471,-6.1959779
Camping Deva Gijon,Oviedo,camp,43.5134865,-5.598838499999999
Kampaoh Castrillón,Oviedo,camp,43.5724817,-6.000135600000001
Parque Antonio Ortega,Oviedo,camp,43.5223316,-5.6760519
Camping El Rinconín,Oviedo,camp,43.5509035,-5.6380162
Camping Area di sosta camper Banugues-Gozon,Oviedo,camp,43.6256026,-5.8112872
Camping Los Pradones,Oviedo,camp,43.5569171,-6.1899875
Camping Bahinas,Oviedo,camp,43.5762065,-6.0031658
Camping La Pomarada de Somiedo,Oviedo,camp,43.0925195,-6.254929199999999
Camping As Cabazas,A Coruña,camp,43.539278,-8.294055
Camping Aguiar,A Coruña,camp,43.3411135,-8.2306118
Camping A Lagoa,A Coruña,camp,43.6125189,-8.1532434
Camping San Pedro - Sada,A Coruña,camp,43.3822146,-8.2883936
Mar y campo,A Coruña,camp,,
Camping O Parral,A Coruña,camp,43.4446723,-8.3014771
Velo Mar Camping en A Coruña,A Coruña,camp,43.3834923,-8.2919091
Camping Fragadeume,A Coruña,camp,43.38595170000001,-8.0532221
Camping As Nevedas,A Coruña,camp,43.29325840000001,-8.6223574
Camping Costa da Morte,A Coruña,camp,43.11551619999999,-8.9281537
Camping Green Village ( As tres meigas ),A Coruña,camp,43.3415298,-8.2336034
camping Ber,A Coruña,camp,43.3965007,-8.2077536
Área de servicio para autocaravanas y caravanas,A Coruña,camp,43.053522,-8.4465571
Camping Balcobo,A Coruña,camp,43.3139381,-8.530476499999999
Camping Bastiagueiro,A Coruña,camp,43.341546,-8.359033199999999
Camping Martisol,A Coruña,camp,43.3407944,-8.2298525
Camping Castro,A Coruña,camp,43.3412431,-8.2414118
A coruna,A Coruña,camp,43.3623436,-8.4115401
Campamento Turístico Brandoñas (Casa rural Bungalows Parking de Caravanas y Camping ),A Coruña,camp,43.003275,-8.963248799999999
Camping Perbes,A Coruña,camp,43.3690603,-8.2155372
Camping Ezcaba,Pamplona,camp,42.8571973,-1.6237283
Urbasa Camping,Pamplona,camp,42.8515982,-2.1725252
Eco Camping Arbizu,Pamplona,camp,42.8984751,-2.0345218
Camping Acedo | Camping en Navarra,Pamplona,camp,42.6608649,-2.2531709
Etxarriko Kanpina,Pamplona,camp,42.9128461,-2.0790835
Camping Baztan,Pamplona,camp,43.1804899,-1.4516759
